name,country,date,review_score,review_header,review_body
Aninda,BD,"Nov 8, 2023",5,Awesome experience so far at Digital…,Awesome experience so far at Digital Ocean!
Nizam Mazenan,MY,"Nov 8, 2023",5,DO Awesome Services!,"Since I opted to use DO as my cloud provider, it has served me and my team with incredibly great functionality, services, and performance. Whenever I have any problem, the DO support team is always helpful and never fails to deliver top-notch service."
Andrei Diaconu,RO,"Nov 6, 2023",5,Fast response time and on point,"Fast response time, helpful, on point and friendly. Whenever I run into an issue (and this rarely happens to begin with), I'm confident I'll get a knowledgeable reply fast."
Ольга Фурсова,UA,"Nov 6, 2023",5,Awesome service,DO support team was very clear at giving me instructions how to help my issue and it was resolved very quickly =)
Consumer,MY,"Nov 6, 2023",1,My credit card was unlawfully charged…,My credit card was unlawfully charged with USD 50 and the weird thing is it wasn’t shown on my billing history what the charge is about. Contacted their support 48 hours ago and still didn’t receive any reply. This is very unprofessional and irresponsible businesses.
julian,GB,"Nov 6, 2023",5,Reached out,It was good that they reached out to me to resolve the issue
Olav By,NO,"Nov 4, 2023",4,We were in an urgent situation and got…,We were in an urgent situation and got help and qualified assistance from support. One star missing because it took three days.
H Al,SA,"Nov 3, 2023",5,Quick responses and services.,
Wesley Shimoli,KE,"Nov 3, 2023",5,Highly efficient and humane customer…,Highly efficient and humane customer support. Great for start ups
Tim Endres,US,"Nov 3, 2023",5,The support was very fast and excellent,The support was very fast and excellent. They resolved the problem to my satisfaction within hours. I have always been happy with DigitalOcean - both support and their services. I would recommend to anyone.
Ita Puspita,ID,"Nov 3, 2023",5,Excellent support,"Excellent support, reasonable price, stable server"
wissam wassim,LB,"Nov 2, 2023",5,Digital Ocean worked hard to find a…,Digital Ocean worked hard to find a solution for my case they are the best
Walia Phellps,ES,"Nov 2, 2023",5,Non stop till it’s done!,The eagerness of Digital Ocean engenieers to get things done.
Shankaja Aroshana,LK,"Nov 2, 2023",5,Excellent Support,I just contacted the support on the promotional credit issue. they were quick and concise.
Jairo Gomez,CO,"Oct 31, 2023",5,My last ticket related to billing was answered quiickly and useful.,My last ticket related to billing was answered quickly and the solution was precise and useful. I have a small web hosted at DO. Although I am probably one of the smallest customers of DO the service I have received each time I have required support from Digital Ocean has been of high quality.
Martin Myburgh,ZA,"Oct 31, 2023",5,DigitalOcean our partner of choice,DigitalOcean is our cloud and compute partner of choice. Their technical support is also very adept at answering any question within a very acceptable window regarding the turnaround time. We also must thank DigitalOcean for accepting us into their Hatch startup program which is making everything we have to build to support our startup possible.
Jayalal,LK,"Oct 31, 2023",5,Good service specially in support side.,
Fru Bills,BH,"Oct 29, 2023",5,Support engineers reply fast to cases…,Support engineers reply fast to cases and that’s impressive
Marin,HR,"Oct 26, 2023",4,I've been using them since 2016,"I've been using them since 2016. Good service, but too expensive lately. Some Wordpress servers had issues and site would go down, so reinstall on new server instance was required. Support was unable to resolve as it's ""self-managed"""
Jack Dead,UA,"Oct 26, 2023",1,Worst customer service,"I got banned after I confirmed my account with the bank information. Ticket system doesn't work on site, 1 ticket just disappeared. Tickets got ignored for a week, only replying to my mail, no update on site ticket system. All I have experienced is customer service and it's awful. Just template messages, buggy ticket system, rude support"
Thais Hanashiro,BR,"Oct 25, 2023",5,Polite and efficient,"Jesus, the person who helped me, was really polite and efficient. Solved my problem really fast."
Josh Stein,US,"Oct 25, 2023",5,Knowledgeable staff right from the start,"I was interacting with a person who had the technical knowledge to begin debugging immediately, rather than have to wade through levels of initial support staff."
Kostya Somin,TH,"Oct 25, 2023",1,They just blocked my account after i fill payment details,"They just blocked my account right after i fill my payment details. Without any reason, i spend time to register and fill my data."
Andy Lopez,US,"Oct 24, 2023",5,Quick support and very attentive.,
Sandy Chatterjee,IN,"Oct 24, 2023",1,Extremely awful service there is…,Extremely awful service there is literally no support line my database was deleted randomly can't get in touch with the support team at all
John Woon,MY,"Oct 24, 2023",5,The support team is superb,"The support team is superb, it reslove my problem in few hours time."
Bee,US,"Oct 23, 2023",5,I recently signed up with Digital Ocean…,"I recently signed up with Digital Ocean and had an issue which needed support. Nakul helped me solve my issue and was not only friendly, but the email I received was upbeat and had a positive disposition which ultimately uplifted my spirits, too! Thank you Nakul!"
Krizza Nicole,PH,"Oct 23, 2023",5,"Responsive and thoughtful customer support, easy-to-use service",My card was charged USD$20 on register and I haven't setup anything yet. I created a ticket and it was quickly resolved. Turns out it's just a test charge. Got complimentary credits so I used their droplets to host our hackathon project and it was a very smooth process. I was even able to move my Namecheap domain to Digital Ocean and point it to my droplet. Thank you very much!
Thien Nguyen,VN,"Oct 23, 2023",5,Good,"Good, 1 of the best Cloud I have used. Fast support if have an issue."
Zakir Hussain,IN,"Oct 21, 2023",5,Great experience in all aspects,Great infrastructure... easy deployment...detailed documentation and a fantastic support team!
Echo Digitals,NG,"Oct 20, 2023",5,Very simple & fun to work with,"Digitaloceans has made Cloud Hosting and Management so simple, and fun to do, their user interfaces are so straightforward, and minimal, not confusing or complex. I love DO!"
Radit Raditya,ID,"Oct 19, 2023",5,Digital Ocean makes me easy to learn about cloud techology,Digital Ocean is a cloud service company that make me easy to learn about cloud technology
Daniel Puckett,CA,"Oct 19, 2023",5,DO Helpdesk Shines Again,"I had the opportunity to open another help-desk ticket with DO, and once again the DO staff shined. I am impressed with the staff’s complete knowledge, striving for first dialogue resolution, and the friendly tone in their responses. Thanks DO team!!"
